word_id,sent_id,is_primary
umweltverschmutzung-n,t2366947,0
un-o,x1-un-o,0
un-o,x2-un-o,0
unentschieden-a,t5636785,0
unentschieden-a,t9299527,0
ungefaehr-a,t560967,0
ungefaehr-a,t816960,0
ungewoehnlich-a,t2121314,0
ungewoehnlich-a,t2684735,0
unglaublich-a,t1049,0
unglaublich-a,t2753214,0
unglueck-n,t1107757,0
unglueck-n,t371806,0
unheimlich-a,t1787398,0
unheimlich-a,t6180810,0
uniform-n,t444511,0
uniform-n,t6110344,0
unter-o,x1-unter-o,0
unter-o,x2-unter-o,0
unterbrechen-v,t4051471,0
unterbrechen-v,t947898,0
unterhaltung-n,t513727,0
unterhaltung-n,t8624090,0
unterlage-n,t7463746,0
unterlage-n,t1777578,0
unterlassen-v,t10070627,0
unterlassen-v,t3894580,0
unternehmer-n,t1910719,0
unternehmer-n,x1-unternehmer-n,0
unternehmerin-n,x1-unternehmerin-n,0
unternehmerin-n,x2-unternehmerin-n,0
unterrichten-v,t1307720,0
unterrichten-v,t9387173,0
untersagt-o,t2755869,0
untersagt-o,t6484684,0
unterscheiden-v,t383219,0
unterscheiden-v,t934544,0
unterschiedlich-a,t1864911,0
unterschiedlich-a,t8435598,0
unterstreichen-v,t13772911,0
unterstreichen-v,x1-unterstreichen-v,0
unterstuetzen-v,t1763635,0
unterstuetzen-v,t5489647,0
unterstuetzung-n,t13512968,0
unterstuetzung-n,t707538,0
untersuchung-n,t2057181,0
untersuchung-n,t1922217,0
urkunde-n,x1-urkunde-n,0
urkunde-n,x2-urkunde-n,0
ursache-n,t2685291,0
ursache-n,t699884,0
urspruenglich-a,t12820117,0
urspruenglich-a,t383393,0
urteil-n,t3835010,0
urteil-n,t1226158,0
vase-n,t775386,0
vase-n,t396846,0
vegetarisch-a,t1081835,0
vegetarisch-a,t10288075,0
velo-n,t845771,0
velo-n,t8447789,0
verabredung-n,t2195755,0
verabredung-n,t1019213,0
verabschieden-v,t817739,0
verabschieden-v,t824250,0
verantwortlich-a,t754438,0
verantwortlich-a,t397534,0
verantwortung-n,t6948687,0
verantwortung-n,t8285095,0
verbessern-v,t2775895,0
verbessern-v,t3572635,0
verbinden-v,t457903,0
verbinden-v,t3524155,0
verbindung-n,t12000038,0
verbindung-n,t381417,0
verbot-n,t6855952,0
verbot-n,x1-verbot-n,0
verbrauchen-v,t396995,0
verbrauchen-v,t3121081,0
verbrecher-n,t1895460,0
verbrecher-n,t2468654,0
verbrecherin-n,x1-verbrecherin-n,0
verbrecherin-n,x2-verbrecherin-n,0
verbrennen-v,t2626246,0
verbrennen-v,t2337920,0
verbringen-v,t1905288,0
verbringen-v,t6101,0
verdacht-n,t12831037,0
verdacht-n,t4035429,0
verdaechtig-a,t7432477,0
verdaechtig-a,t2990157,0
vergangenheit-n,t560534,0
vergangenheit-n,t1561160,0
vergeblich-a,t1589533,0
vergeblich-a,t560060,0
vergleich-n,t4119940,0
vergleich-n,x1-vergleich-n,0
vergnuegen-n,t773895,0
vergnuegen-n,t1852357,0
vergnuegen-v,x1-vergnuegen-v,0
vergnuegen-v,x2-vergnuegen-v,0
vergnuegt-o,t5285753,0
vergnuegt-o,t7430928,0
vergroessern-v,t493952,0
vergroessern-v,t2351819,0
verhaften-v,t3135105,0
verhaften-v,t977154,0
verhalten-n,t474385,0
verhalten-n,t783362,0
verhalten-v,t1514434,0
verhalten-v,t6207524,0
verhindern-v,t1408777,0
verhindern-v,t3455637,0
verhaeltnis-n,t923552,0
verhaeltnis-n,t1866489,0
verkehrszeichen-n,t7634270,0
verkehrszeichen-n,x1-verkehrszeichen-n,0
verkaeuferin-n,t4822157,0
verkaeuferin-n,t5401917,0
verlag-n,t541528,0
verlag-n,t8649352,0
verlangen-v,t1990364,0
verlangen-v,t5332425,0
verlassen-v,t783982,0
verlassen-v,t1549081,0
verlaufen-v,t1968658,0
verlaufen-v,t2447287,0
verletzung-n,t7803713,0
verletzung-n,t5094145,0
verliebt-o,t3990871,0
verliebt-o,t2911900,0
verlierer-n,t6139750,0
verlierer-n,t7158156,0
verlust-n,t3926888,0
verlust-n,t2404399,0
verlaengern-v,t758159,0
verlaengern-v,t455334,0
vermeiden-v,t151,0
vermeiden-v,t6018562,0
vermietung-n,x1-vermietung-n,0
vermietung-n,x2-vermietung-n,0
vermissen-v,t4732262,0
vermissen-v,t359635,0
vermittlung-n,t12337501,0
vermittlung-n,t5171970,0
vermuten-v,t3318956,0
vermuten-v,t12498358,0
vermutlich-a,t10289164,0
vermutlich-a,t3518836,0
vernuenftig-a,t362789,0
vernuenftig-a,t12619050,0
verpacken-v,t2961219,0
verpacken-v,t2961221,0
verpflegen-v,x1-verpflegen-v,0
verpflegen-v,x2-verpflegen-v,0
verpflichten-v,x1-verpflichten-v,0
verpflichten-v,x2-verpflichten-v,0
verraten-v,t1334389,0
verraten-v,t396969,0
verrueckt-o,t941,0
verrueckt-o,t4720611,0
versammlung-n,t3379214,0
versammlung-n,t3059943,0
verschmutzen-v,t12451974,0
verschmutzen-v,t1911221,0
verschreiben-v,t2309237,0
verschreiben-v,t8160293,0
verschwinden-v,t993909,0
verschwinden-v,t1846481,0
versichern-v,t3290615,0
versichern-v,t1989499,0
versichertenkarte-n,x1-versichertenkarte-n,0
versichertenkarte-n,x2-versichertenkarte-n,0
versicherung-n,t10905705,0
versicherung-n,t1956895,0
versprechen-v,t2499485,0
versprechen-v,t4063966,0
verstecken-v,t2898414,0
verstecken-v,t7463674,0
verstaendlich-a,t4143745,0
verstaendlich-a,t2816247,0
verstaendnis-n,t11539529,0
verstaendnis-n,t3131056,0
versuch-n,x1-versuch-n,0
versuch-n,x2-versuch-n,0
versaeumen-v,t2404837,0
versaeumen-v,t2509552,0
verteilen-v,t2292999,0
verteilen-v,t1842187,0
vertrauen-n,x1-vertrauen-n,0
vertrauen-n,x2-vertrauen-n,0
vertrauen-v,t978,0
vertrauen-v,t2981025,0
vertreten-v,t10012674,0
vertreten-v,t8886536,0
vertreter-n,t764918,0
vertreter-n,t2352108,0
vertreterin-n,x1-vertreterin-n,0
vertreterin-n,x2-vertreterin-n,0
vertretung-n,x1-vertretung-n,0
vertretung-n,x2-vertretung-n,0
verursachen-v,t6120506,0
verursachen-v,t416636,0
verurteilen-v,t957317,0
verurteilen-v,t2461487,0
verwaltung-n,t5146765,0
verwaltung-n,t2432361,0
verwandt-a,t5897120,0
verwandt-a,t3306610,0
verwechseln-v,t975107,0
verwechseln-v,t1182875,0
verwenden-v,t365810,0
verwenden-v,t13813345,0
verzeihen-v,t737330,0
verzeihen-v,t4440032,0
verzeihung-n,t9889188,0
verzeihung-n,t10246712,0
verzichten-v,t933950,0
verzichten-v,t5853716,0
veraendern-v,t3031434,0
veraendern-v,t5347922,0
veroeffentlichen-v,t2517293,0
veroeffentlichen-v,t12538538,0
video-n,t8060483,0
video-n,t799806,0
virtuell-a,t10033849,0
virtuell-a,x1-virtuell-a,0
virus-n,t8626276,0
virus-n,t9125362,0
visitenkarte-n,t11721455,0
visitenkarte-n,t758137,0
visum-n,t601831,0
visum-n,t10016634,0
vitamin-n,t2633454,0
vitamin-n,t7490494,0
vollzeit-n,t817524,0
vollzeit-n,t11405430,0
voneinander-a,t12525760,0
voneinander-a,t1068158,0
vor-allem-p,t2965652,0
vor-allem-p,t5064185,0
voraus-a,t675445,0
voraus-a,t2392631,0
voraussetzung-n,t2298986,0
voraussetzung-n,t5949981,0
voraussichtlich-a,t6742428,0
voraussichtlich-a,t10232089,0
vorbei-o,x1-vorbei-o,0
vorbei-o,x2-vorbei-o,0
vorbereitung-n,t2322438,0
vorbereitung-n,t459785,0
vorder-a,t1716973,0
vorder-a,t1082369,0
vorfahrt-n,t13727891,0
vorfahrt-n,x1-vorfahrt-n,0
vorhaben-v,t7678072,0
vorhaben-v,t12463964,0
vorhin-a,t10103275,0
vorhin-a,t2757988,0
vorkommen-v,t1932133,0
vorkommen-v,t5456764,0
vorlesen-v,t12353789,0
vorlesen-v,t6315733,0
vorlaeufig-a,t993257,0
vorlaeufig-a,t11557266,0
vorort-n,t756075,0
vorort-n,t10478425,0
vorschlagen-v,t5089834,0
vorschlagen-v,t13601278,0
vorschrift-n,t2343823,0
vorschrift-n,t3753464,0
vorspeise-n,t2261846,0
vorspeise-n,t8644399,0
vorstellung-n,t13271525,0
vorstellung-n,t9472561,0
vorstellungsgespraech-n,t6669434,0
vorstellungsgespraech-n,t7590107,0
vorteil-n,t10969095,0
vorteil-n,t1516572,0
vortrag-n,t2372712,0
vortrag-n,t446599,0
vorwurf-n,t3608670,0
vorwurf-n,t12088937,0
voellig-a,t8358635,0
voellig-a,t689795,0
waagerecht-a,t12193706,0
waagerecht-a,x1-waagerecht-a,0
waagrecht-a,x1-waagrecht-a,0
waagrecht-a,x2-waagrecht-a,0
wachsen-v,t1694854,0
wachsen-v,t6811713,0
wahl-n,t119750,0
wahl-n,t4545787,0
wahnsinnig-a,t2769152,0
wahnsinnig-a,t3608588,0
wahrheit-n,t415521,0
wahrheit-n,t6935477,0
wand-n,t551709,0
wand-n,t633647,0
wanderung-n,t2351707,0
wanderung-n,t1253271,0
wandrung-n,x1-wandrung-n,0
wandrung-n,x2-wandrung-n,0
ware-n,x1-ware-n,0
ware-n,x2-ware-n,0
warnen-v,t3536858,0
warnen-v,t8387565,0
waschmittel-n,x1-waschmittel-n,0
waschmittel-n,x2-waschmittel-n,0
wecker-n,t6725112,0
wecker-n,t1927104,0
weder-c,t789075,0
weder-c,t1045,0
weg-o,x1-weg-o,0
weg-o,x2-weg-o,0
weigern-v,t3969856,0
weigern-v,t11084748,0
weiter-a,t6928060,0
weiter-a,t1893384,0
weiterbildung-n,x1-weiterbildung-n,0
weiterbildung-n,x2-weiterbildung-n,0
weltenweit-a,x1-weltenweit-a,0
weltenweit-a,x2-weltenweit-a,0
weltweit-a,t3125166,0
weltweit-a,t10013822,0
wenden-v,t7008381,0
wenden-v,t1367971,0
werbung-n,t943406,0
werbung-n,t2927847,0
werfen-v,t362203,0
werfen-v,t662158,0
werk-n,t8374050,0
werk-n,t2514723,0
werkzeug-n,t13614043,0
werkzeug-n,t12219344,0
wert-n,t135760,0
wert-n,t1369724,0
wert-a,t1369724,0
wert-a,t581447,0
wertlos-a,t610671,0
wertlos-a,t1611098,0
wertvoll-a,t867690,0
wertvoll-a,t625604,0
weshalb-a,t7068276,0
weshalb-a,t2092113,0
wetten-v,t2898658,0
wetten-v,t5552316,0
wetterbericht-n,t8721102,0
wetterbericht-n,t10586891,0
wettervorhersage-n,t4453505,0
wettervorhersage-n,t3242403,0
widersprechen-v,t3410467,0
widersprechen-v,t3550518,0
wieder-o,x1-wieder-o,0
wieder-o,x2-wieder-o,0
wiederholung-n,t1408782,0
wiederholung-n,t6543746,0
wiegen-v,t8098011,0
wiegen-v,t3304377,0
wiese-n,t454196,0
wiese-n,t8596719,0
wieso-a,t119750,0
wieso-a,t380145,0
wild-a,t1471332,0
wild-a,t1986200,0
winken-v,t3677132,0
winken-v,t1345759,0
wirken-v,t11574783,0
wirken-v,t11663568,0
wirklichkeit-n,t1938003,0
wirklichkeit-n,t2688428,0
wirkung-n,t1904608,0
wirkung-n,t8823124,0
wirt-n,t9125362,0
wirt-n,t1970016,0
wirtin-n,x1-wirtin-n,0
wirtin-n,x2-wirtin-n,0
wirtschaft-n,t341680,0
wirtschaft-n,t5977931,0
wissen-n,x1-wissen-n,0
wissen-n,x2-wissen-n,0
wissenschaftler-n,t424763,0
wissenschaftler-n,t1832988,0
wissenschaftlerin-n,t10244389,0
wissenschaftlerin-n,t13907855,0
wohl-a,t2886452,0
wohl-a,t5298687,0
wohnort-n,t8314339,0
wohnort-n,t13788429,0
wohnsitz-n,t2294183,0
wohnsitz-n,t1698385,0
wolle-n,x1-wolle-n,0
wolle-n,x2-wolle-n,0
worum-o,t2968222,0
worum-o,t3947447,0
worueber-o,t3491248,0
worueber-o,t5664776,0
wunde-n,t7714829,0
wunde-n,t12855604,0
wunder-n,t345407,0
wunder-n,t1298403,0
wundern-v,t5918444,0
wundern-v,t7888888,0
wunderschoen-a,t2650062,0
wunderschoen-a,t3259125,0
waehrend-o,t340409,0
waehrend-o,t693561,0
waerme-n,t1536690,0
waerme-n,t602790,0
woerterbuch-n,t1260906,0
woerterbuch-n,t406332,0
wuetend-o,t3449927,0
wuetend-o,t4926460,0
zahlreich-a,t955497,0
zahlreich-a,t13870710,0
zahlung-n,t7893310,0
zahlung-n,t8300290,0
zahnbuerste-n,t8082876,0
zahnbuerste-n,t2676946,0
zahncreme-n,x1-zahncreme-n,0
zahncreme-n,x2-zahncreme-n,0
zahncreme-n-2,x1-zahncreme-n-2,0
zahncreme-n-2,x2-zahncreme-n-2,0
zahnpasta-n,t508942,0
zahnpasta-n,t13275764,0
zange-n,t2330140,0
zange-n,t9949264,0
zeichen-n,t386,0
zeichen-n,t3770797,0
zeichnung-n,t8219973,0
zeichnung-n,t12722526,0
zeile-n,t2890881,0
zeile-n,t691694,0
zeitpunkt-n,t7545894,0
zeitpunkt-n,t12924460,0
zelten-v,t2859324,0
zelten-v,t4046775,0
zentral-a,t4245656,0
zentral-a,x1-zentral-a,0
zerstoeren-v,t4881636,0
zerstoeren-v,t413778,0
zertifikat-n,x1-zertifikat-n,0
zertifikat-n,x2-zertifikat-n,0
zeug-n,t9240923,0
zeug-n,t851612,0
zeuge-n,t810148,0
zeuge-n,t351569,0
zeugin-n,t11747880,0
zeugin-n,t2820248,0
ziemlich-a,t2968673,0
ziemlich-a,t360651,0
zins-n,t7550173,0
zins-n,t398576,0
zivilstand-n,x1-zivilstand-n,0
zivilstand-n,x2-zivilstand-n,0
znueni-n,x1-znueni-n,0
znueni-n,x2-znueni-n,0
zone-n,t942646,0
zone-n,t13388584,0
zubereiten-v,t3120820,0
zubereiten-v,t6931088,0
zufall-n,t135749,0
zufall-n,t7559982,0
zufaellig-a,t1081,0
zufaellig-a,t747837,0
zugang-n,t5244086,0
zugang-n,t1953462,0
zugehen-v,t3008396,0
zugehen-v,t6877528,0
zugaenglich-a,t6110131,0
zugaenglich-a,t6822286,0
zuhause-n,t596916,0
zuhause-n,t411159,0
zuhoerer-n,t3066545,0
zuhoerer-n,t3253489,0
zuhoererin-n,t13234414,0
zuhoererin-n,t12566805,0
zukunft-n,t1446874,0
zukunft-n,t560534,0
zukuenftig-a,t2404410,0
zukuenftig-a,t10031859,0
zumindest-a,t11160350,0
zumindest-a,t11515662,0
zunehmen-v,t874667,0
zunehmen-v,t13764387,0
zunaechst-o,t1325443,0
zunaechst-o,t7525521,0
zurechtkommen-v,t3851388,0
zurechtkommen-v,t829798,0
zusagen-v,t3274500,0
zusagen-v,t4136229,0
zusammen-o,x1-zusammen-o,0
zusammen-o,x2-zusammen-o,0
zusammenarbeit-n,t5826409,0
zusammenarbeit-n,t6812365,0
zusammenfassen-v,t802311,0
zusammenfassen-v,t10724150,0
zusammenhang-n,t669829,0
zusammenhang-n,t5711722,0
zuschauen-v,t7844451,0
zuschauen-v,t1406993,0
zuschauer-n,t1246811,0
zuschauer-n,t12482976,0
zuschauerin-n,x1-zuschauerin-n,0
zuschauerin-n,x2-zuschauerin-n,0
zuschlag-n,x1-zuschlag-n,0
zuschlag-n,x2-zuschlag-n,0
zustand-n,t11763217,0
zustand-n,t3507599,0
zustimmen-v,t1633787,0
zustimmen-v,t6859263,0
zustimmung-n,t370474,0
zustimmung-n,t3252718,0
zustaendig-a,t1837622,0
zustaendig-a,t6866411,0
zusaetzlich-a,t1008106,0
zusaetzlich-a,t6985691,0
zutat-n,t709759,0
zutat-n,t776234,0
zuverlaessig-a,t2442349,0
zuverlaessig-a,t8080242,0
zvieri-n,x1-zvieri-n,0
zvieri-n,x2-zvieri-n,0
zwar-c,t2329986,0
zwar-c,t12626851,0
zweck-n,t3263604,0
zweck-n,t599287,0
zweifel-n,t7678054,0
zweifel-n,t360833,0
zweifeln-v,t5083324,0
zweifeln-v,t8639262,0
zweitsprache-n,x1-zweitsprache-n,0
zweitsprache-n,x2-zweitsprache-n,0
zwiebel-n,t10324109,0
zwiebel-n,t659665,0
zwingen-v,t1014045,0
zwingen-v,t2752933,0
zaehlen-v,t1317712,0
zaehlen-v,t3440509,0
zuender-n,x1-zuender-n,0
zuender-n,x2-zuender-n,0
zuendholz-n,t2896064,0
zuendholz-n,x1-zuendholz-n,0
aehnlich-a,t355,0
aehnlich-a,t7453080,0
aenderung-n,t7828446,0
aenderung-n,x1-aenderung-n,0
aengstlich-a,t635089,0
aengstlich-a,t2223322,0
aerger-n,t363369,0
aerger-n,t2287437,0
aergerlich-a,t709477,0
aergerlich-a,t1814715,0
aerztin-n,t6154356,0
aerztin-n,t8438034,0
aeusserlich-a,x1-aeusserlich-a,0
aeusserlich-a,x2-aeusserlich-a,0
oeffentlich-a,t963211,0
oeffentlich-a,t6542096,0
oeffentlichkeit-n,t12576858,0
oeffentlichkeit-n,t6820341,0
oefter-o,t349946,0
oefter-o,t1030539,0
oeko-o,x1-oeko-o,0
oeko-o,x2-oeko-o,0
oekologisch-a,t657103,0
oekologisch-a,t1927462,0
ueber-o,x1-ueber-o,0
ueber-o,x2-ueber-o,0
ueberfahren-v,t7287357,0
ueberfahren-v,t7712402,0
ueberhaupt-a,t413,0
ueberhaupt-a,t632942,0
ueberholen-v,t6700302,0
ueberholen-v,t580770,0
ueberlegen-v,t3513623,0
ueberlegen-v,t1796438,0
uebernachtung-n,t6032125,0
uebernachtung-n,x1-uebernachtung-n,0
uebernehmen-v,t6948687,0
uebernehmen-v,t12406724,0
ueberpruefen-v,t10112580,0
ueberpruefen-v,t2204341,0
ueberqueren-v,t798491,0
ueberqueren-v,t404128,0
ueberraschung-n,t235,0
ueberraschung-n,t371,0
ueberreden-v,t759074,0
ueberreden-v,t3982475,0
ueberschrift-n,t3078440,0
ueberschrift-n,t13854862,0
uebersetzer-n,t10012674,0
uebersetzer-n,t13673585,0
uebersetzerin-n,t11983224,0
uebersetzerin-n,t3381019,0
ueberstunde-n,t518627,0
ueberstunde-n,t1525504,0
uebertreiben-v,t788177,0
uebertreiben-v,t1619422,0
ueberweisung-n,x1-ueberweisung-n,0
ueberweisung-n,x2-ueberweisung-n,0
ueberzeugen-v,t2154719,0
ueberzeugen-v,t746565,0
ueberzeugung-n,t1972739,0
ueberzeugung-n,t3400214,0
ueblich-a,t624152,0
ueblich-a,t631895,0
uebrig-a,t8356480,0
uebrig-a,t3167660,0
uebrigens-a,t2043579,0
uebrigens-a,t940497,0
uebung-n,t1083863,0
uebung-n,t8096512,0
die-politik-sg-p,x1-die-politik-sg-p,0
die-politik-sg-p,x2-die-politik-sg-p,0
regierung-n,t2397862,0
regierung-n,t764918,0
demokratie-n,t368207,0
demokratie-n,t5165840,0
partei-n,t431173,0
partei-n,t3147329,0
die-gerechtigkeit-sg-p,x1-die-gerechtigkeit-sg-p,0
die-gerechtigkeit-sg-p,x2-die-gerechtigkeit-sg-p,0
ungleichheit-n,t12402831,0
ungleichheit-n,t13442421,0
die-integration-sg-p,x1-die-integration-sg-p,0
die-integration-sg-p,x2-die-integration-sg-p,0
die-migration-sg-p,x1-die-migration-sg-p,0
die-migration-sg-p,x2-die-migration-sg-p,0
fluechtling-n,t441398,0
fluechtling-n,t12997644,0
diskriminierung-n,t952520,0
diskriminierung-n,t3711101,0
die-menschenrechte-pl-p,x1-die-menschenrechte-pl-p,0
die-menschenrechte-pl-p,x2-die-menschenrechte-pl-p,0
sich-engagieren-v,x1-sich-engagieren-v,0
sich-engagieren-v,x2-sich-engagieren-v,0
diskriminieren-v,x1-diskriminieren-v,0
diskriminieren-v,x2-diskriminieren-v,0
sich-beteiligen-v,x1-sich-beteiligen-v,0
sich-beteiligen-v,x2-sich-beteiligen-v,0
gesellschaftlich-a,t2533139,0
gesellschaftlich-a,x1-gesellschaftlich-a,0
arbeitgeber-n,t601495,0
arbeitgeber-n,t1537633,0
arbeitnehmer-n,t12276972,0
arbeitnehmer-n,t8717612,0
die-teilzeit-a,x1-die-teilzeit-a,0
die-teilzeit-a,x2-die-teilzeit-a,0
homeoffice-regelung-n,x1-homeoffice-regelung-n,0
homeoffice-regelung-n,x2-homeoffice-regelung-n,0
der-stress-sg-p,x1-der-stress-sg-p,0
der-stress-sg-p,x2-der-stress-sg-p,0
die-work-life-balance-sg-p,x1-die-work-life-balance-sg-p,0
die-work-life-balance-sg-p,x2-die-work-life-balance-sg-p,0
fuehrungskraft-n,t1787613,0
fuehrungskraft-n,t437126,0
die-selbststaendigkeit-sg-p,x1-die-selbststaendigkeit-sg-p,0
die-selbststaendigkeit-sg-p,x2-die-selbststaendigkeit-sg-p,0
sich-bewerben-v,x1-sich-bewerben-v,0
sich-bewerben-v,x2-sich-bewerben-v,0
sich-qualifizieren-v,x1-sich-qualifizieren-v,0
sich-qualifizieren-v,x2-sich-qualifizieren-v,0
qualifiziert-a,t472012,0
qualifiziert-a,t1179272,0
belastend-a,t3488021,0
belastend-a,x1-belastend-a,0
die-bildung-sg-p,x1-die-bildung-sg-p,0
die-bildung-sg-p,x2-die-bildung-sg-p,0
lehrplan-n,t12623903,0
lehrplan-n,t12623905,0
ganztagsschule-n,x1-ganztagsschule-n,0
ganztagsschule-n,x2-ganztagsschule-n,0
der-unterricht-sg-p,x1-der-unterricht-sg-p,0
der-unterricht-sg-p,x2-der-unterricht-sg-p,0
die-chancengleichheit-sg-p,x1-die-chancengleichheit-sg-p,0
die-chancengleichheit-sg-p,x2-die-chancengleichheit-sg-p,0
austausch-n,t7523583,0
austausch-n,t9015250,0
vermitteln-v,t1087531,0
vermitteln-v,t6313034,0
sich-aneignen-v,x1-sich-aneignen-v,0
sich-aneignen-v,x2-sich-aneignen-v,0
auswendig-lernen-v,x1-auswendig-lernen-v,0
auswendig-lernen-v,x2-auswendig-lernen-v,0
durchfallen-v,t4084804,0
durchfallen-v,t2700920,0
lebenslanges-lernen-p,x1-lebenslanges-lernen-p,0
lebenslanges-lernen-p,x2-lebenslanges-lernen-p,0
praxisnah-a,x1-praxisnah-a,0
praxisnah-a,x2-praxisnah-a,0
die-umwelt-sg-p,x1-die-umwelt-sg-p,0
die-umwelt-sg-p,x2-die-umwelt-sg-p,0
der-klimawandel-sg-p,x1-der-klimawandel-sg-p,0
der-klimawandel-sg-p,x2-der-klimawandel-sg-p,0
die-nachhaltigkeit-sg-p,x1-die-nachhaltigkeit-sg-p,0
die-nachhaltigkeit-sg-p,x2-die-nachhaltigkeit-sg-p,0
die-erderwaermung-sg-p,x1-die-erderwaermung-sg-p,0
die-erderwaermung-sg-p,x2-die-erderwaermung-sg-p,0
der-muell-sg-p,x1-der-muell-sg-p,0
der-muell-sg-p,x2-der-muell-sg-p,0
das-recycling-sg-p,x1-das-recycling-sg-p,0
das-recycling-sg-p,x2-das-recycling-sg-p,0
die-erneuerbare-energie-n-p,x1-die-erneuerbare-energie-n-p,0
die-erneuerbare-energie-n-p,x2-die-erneuerbare-energie-n-p,0
der-verbrauch-sg-p,x1-der-verbrauch-sg-p,0
der-verbrauch-sg-p,x2-der-verbrauch-sg-p,0
ressource-n,t467753,0
ressource-n,t10041889,0
verpackung-n,t455139,0
verpackung-n,t1707947,0
das-aussterben-sg-p,x1-das-aussterben-sg-p,0
das-aussterben-sg-p,x2-das-aussterben-sg-p,0
verschmutzung-n,t2296031,0
verschmutzung-n,t13873272,0
der-co2-ausstoss-sg-p,x1-der-co2-ausstoss-sg-p,0
der-co2-ausstoss-sg-p,x2-der-co2-ausstoss-sg-p,0
die-landwirtschaft-sg-p,x1-die-landwirtschaft-sg-p,0
die-landwirtschaft-sg-p,x2-die-landwirtschaft-sg-p,0
das-bewusstsein-sg-p,x1-das-bewusstsein-sg-p,0
das-bewusstsein-sg-p,x2-das-bewusstsein-sg-p,0
verschwenden-v,t2352838,0
verschwenden-v,t12583162,0
sich-auswirken-auf-akk-wirkt-sich-aus-wirkte-sich-aus-hat-sich-ausgewirkt-p,x1-sich-auswirken-auf-akk-wirkt-sich-aus-wirkte-sich-aus-hat-sich-ausgewirkt-p,0
sich-auswirken-auf-akk-wirkt-sich-aus-wirkte-sich-aus-hat-sich-ausgewirkt-p,x2-sich-auswirken-auf-akk-wirkt-sich-aus-wirkte-sich-aus-hat-sich-ausgewirkt-p,0
umweltfreundlich-a,t4845363,0
umweltfreundlich-a,t10341920,0
nachhaltig-a,t13130019,0
nachhaltig-a,t11565756,0
bewusst-konsumieren-p,x1-bewusst-konsumieren-p,0
bewusst-konsumieren-p,x2-bewusst-konsumieren-p,0
die-gesundheit-sg-p,x1-die-gesundheit-sg-p,0
die-gesundheit-sg-p,x2-die-gesundheit-sg-p,0
die-ernaehrung-sg-p,x1-die-ernaehrung-sg-p,0
die-ernaehrung-sg-p,x2-die-ernaehrung-sg-p,0
die-bewegung-sg-p,x1-die-bewegung-sg-p,0
die-bewegung-sg-p,x2-die-bewegung-sg-p,0
das-uebergewicht-sg-p,x1-das-uebergewicht-sg-p,0
das-uebergewicht-sg-p,x2-das-uebergewicht-sg-p,0
die-vorsorge-sg-p,x1-die-vorsorge-sg-p,0
die-vorsorge-sg-p,x2-die-vorsorge-sg-p,0
nebenwirkung-n,t662318,0
nebenwirkung-n,t1990930,0
behandlung-n,t4902284,0
behandlung-n,t776087,0
fertiggericht-n,t5561889,0
fertiggericht-n,x1-fertiggericht-n,0
der-konsum-sg-p,x1-der-konsum-sg-p,0
der-konsum-sg-p,x2-der-konsum-sg-p,0
die-psychische-gesundheit-sg-p,x1-die-psychische-gesundheit-sg-p,0
die-psychische-gesundheit-sg-p,x2-die-psychische-gesundheit-sg-p,0
sich-ernaehren-v,x1-sich-ernaehren-v,0
sich-ernaehren-v,x2-sich-ernaehren-v,0
vorbeugen-dat-beugt-vor-beugte-vor-hat-vorgebeugt-p,x1-vorbeugen-dat-beugt-vor-beugte-vor-hat-vorgebeugt-p,0
vorbeugen-dat-beugt-vor-beugte-vor-hat-vorgebeugt-p,x2-vorbeugen-dat-beugt-vor-beugte-vor-hat-vorgebeugt-p,0
sich-erholen-v,x1-sich-erholen-v,0
sich-erholen-v,x2-sich-erholen-v,0
leiden-an-dat-leidet-litt-hat-gelitten-p,x1-leiden-an-dat-leidet-litt-hat-gelitten-p,0
leiden-an-dat-leidet-litt-hat-gelitten-p,x2-leiden-an-dat-leidet-litt-hat-gelitten-p,0
ausgewogen-a,t1866499,0
ausgewogen-a,t5255220,0
die-medien-pl-p,x1-die-medien-pl-p,0
die-medien-pl-p,x2-die-medien-pl-p,0
das-soziale-netzwerk-e-p,x1-das-soziale-netzwerk-e-p,0
das-soziale-netzwerk-e-p,x2-das-soziale-netzwerk-e-p,0
quelle-n,t2272274,0
quelle-n,t6380094,0
die-datenschutz-sg-p,x1-die-datenschutz-sg-p,0
die-datenschutz-sg-p,x2-die-datenschutz-sg-p,0
die-kuenstliche-intelligenz-sg-p,x1-die-kuenstliche-intelligenz-sg-p,0
die-kuenstliche-intelligenz-sg-p,x2-die-kuenstliche-intelligenz-sg-p,0
die-ueberwachung-sg-p,x1-die-ueberwachung-sg-p,0
die-ueberwachung-sg-p,x2-die-ueberwachung-sg-p,0
abhaengigkeit-n,t2708924,0
abhaengigkeit-n,t13150316,0
die-berichterstattung-sg-p,x1-die-berichterstattung-sg-p,0
die-berichterstattung-sg-p,x2-die-berichterstattung-sg-p,0
algorithmus-n,t974722,0
algorithmus-n,t10528503,0
die-fake-news-pl-p,x1-die-fake-news-pl-p,0
die-fake-news-pl-p,x2-die-fake-news-pl-p,0
die-reichweite-sg-p,x1-die-reichweite-sg-p,0
die-reichweite-sg-p,x2-die-reichweite-sg-p,0
